Read_ID	Hap1_Count	Hap2_Count	Other_Count
SRR17981952.3761686	1	33	3
SRR17981952.3211567	28	2	0
SRR17981952.3407812	2	53	2
SRR17981952.3407811	0	21	1
SRR17981952.4872696	1	51	1
SRR17981952.4872693	4	49	0
SRR17981952.4872694	0	51	2
SRR17981952.4872700	2	48	4
SRR17981952.4872702	2	49	2
SRR17981952.4872695	1	51	0
SRR17981952.4872697	3	51	0
SRR17981952.4872699	1	48	1
SRR17981952.4872701	0	52	0
SRR17981952.4872703	3	48	1
SRR17981952.4872704	1	51	2
SRR17981952.4872698	3	48	1
SRR17981952.5203488	14	0	0
SRR17981952.5203496	10	3	0
SRR17981952.5203498	10	0	1
SRR17981952.5203500	10	2	1
SRR17981952.5203502	14	0	0
SRR17981952.5203487	13	1	0
SRR17981952.5203489	13	1	0
SRR17981952.5203495	11	1	0
SRR17981952.5203497	13	0	0
SRR17981952.5203499	13	0	1
SRR17981952.5203501	13	1	0
SRR17981952.5203503	13	0	1
SRR17981952.5203493	13	0	0
SRR17981952.5203494	12	1	1
SRR17981952.5203504	9	1	1
SRR17981952.5203490	12	0	2
SRR17981952.5203492	12	2	0
SRR17981952.5203491	13	0	0
SRR17981952.3857558	31	1	2
SRR17981952.3857559	31	5	1
SRR17981952.3857561	30	5	3
SRR17981952.3857560	36	6	0
SRR17981952.3960550	6	0	0
SRR17981952.3960551	33	1	1
SRR17981952.4766331	2	41	1
SRR17981952.4766338	1	44	2
SRR17981952.4766333	2	42	1
SRR17981952.4766336	3	40	3
SRR17981952.4766337	3	37	6
SRR17981952.4766332	4	41	0
SRR17981952.4766334	2	44	0
SRR17981952.5155982	1	13	0
SRR17981952.3868232	45	0	1
SRR17981952.3868234	37	5	1
SRR17981952.3868236	43	1	1
SRR17981952.3868240	44	2	1
SRR17981952.3868242	38	2	6
SRR17981952.3868246	41	3	2
SRR17981952.3868248	41	4	0
SRR17981952.3868231	4	1	0
SRR17981952.3868233	45	0	1
SRR17981952.3868237	36	2	6
SRR17981952.3868245	39	4	3
SRR17981952.3868235	39	4	2
SRR17981952.3868243	36	7	1
SRR17981952.3868239	41	2	2
SRR17981952.3868238	38	4	1
SRR17981952.3868247	40	4	2
SRR17981952.3868244	38	3	1
SRR17981952.3868241	41	3	4
SRR17981952.3407813	0	32	1
SRR17981952.4872705	1	31	1
SRR17981952.5203486	5	0	0
SRR17981952.3857562	32	2	1
SRR17981952.5203505	1	0	0
SRR17981952.4766335	8	44	1
SRR17981952.3832724	36	3	2
SRR17981952.3832725	35	2	3
SRR17981952.4766330	3	39	0
SRR17981952.4487980	36	2	3
SRR17981952.4487982	33	4	4
SRR17981952.4487979	38	1	0
SRR17981952.4487981	37	3	0
SRR17981952.4487977	20	2	1
SRR17981952.4000197	1	31	4
SRR17981952.4000196	1	35	2
SRR17981952.4766339	2	18	2
SRR17981952.3570144	21	1	0
SRR17981952.4784180	19	1	1
SRR17981952.4872692	0	10	0
SRR17981952.3475426	19	2	0
SRR17981952.3475428	15	1	0
SRR17981952.3475427	16	3	1
SRR17981952.3475425	11	1	0
SRR17981952.3309596	22	2	1
SRR17981952.3309598	21	2	0
SRR17981952.3309602	23	1	0
SRR17981952.3309604	23	0	1
SRR17981952.3309606	22	1	1
SRR17981952.3309599	19	2	1
SRR17981952.3309601	21	2	2
SRR17981952.3309603	24	0	0
SRR17981952.3309605	25	0	0
SRR17981952.3309607	20	3	2
SRR17981952.3309600	21	2	2
SRR17981952.3309608	21	0	1
SRR17981952.3309597	19	2	0
SRR17981952.3309595	23	2	0
SRR17981952.4487978	19	2	0
SRR17981952.4487983	17	0	0
SRR17981952.4622683	16	2	2
SRR17981952.4622687	18	2	0
SRR17981952.4622685	17	3	1
SRR17981952.4622682	11	3	3
SRR17981952.4622684	17	3	0
SRR17981952.3570145	11	0	0
SRR17981952.4622686	20	1	0
SRR17981952.4174714	14	1	1
SRR17981952.4174708	15	3	0
SRR17981952.4174716	16	1	1
SRR17981952.4174718	14	4	0
SRR17981952.4174722	1	0	0
SRR17981952.4174707	18	0	0
SRR17981952.4174711	15	0	2
SRR17981952.4174713	11	5	1
SRR17981952.4174715	12	3	1
SRR17981952.4174717	14	2	1
SRR17981952.4174719	10	4	1
SRR17981952.4174706	16	1	1
SRR17981952.4174720	16	0	2
SRR17981952.4174709	14	3	0
SRR17981952.4174712	13	1	3
SRR17981952.4174705	16	1	1
SRR17981952.4174721	14	2	1
SRR17981952.4174710	13	2	1
SRR17981952.3759484	9	3	2
SRR17981952.3759483	12	3	0
SRR17981952.3759485	7	7	1
SRR17981952.3759476	5	0	1
SRR17981952.3759478	12	3	0
SRR17981952.3759480	9	4	1
SRR17981952.3759479	11	1	1
SRR17981952.3759481	9	5	1
SRR17981952.3759477	11	2	0
SRR17981952.3759487	10	4	1
SRR17981952.3759482	11	2	2
SRR17981952.3759488	8	6	1
SRR17981952.3759489	4	3	4
SRR17981952.3759486	13	2	0
SRR17981952.3832723	7	1	0
SRR17981952.3309594	9	1	0
SRR17981952.4622688	8	3	0
SRR17981952.3549490	0	4	0
SRR17981952.3971545	9	1	0
SRR17981952.3971538	9	1	0
SRR17981952.3971540	9	0	1
SRR17981952.3971542	8	2	0
SRR17981952.3971544	9	1	0
SRR17981952.3971546	8	1	1
SRR17981952.3971550	3	0	0
SRR17981952.3971537	4	2	0
SRR17981952.3971539	7	3	0
SRR17981952.3971549	8	1	0
SRR17981952.3971543	10	0	0
SRR17981952.3971541	8	1	1
SRR17981952.3971548	10	0	0
SRR17981952.4784181	2	0	0
SRR17981952.3971536	9	0	0
SRR17981952.3971535	5	2	0
SRR17981952.3971547	6	2	1
SRR17981952.3870663	0	4	0
SRR17981952.3870662	0	1	0
SRR17981952.4372734	3	0	0
SRR17981952.4372733	8	0	0
SRR17981952.4000198	0	2	0
SRR17981952.4174704	2	0	1
SRR17981952.4024201	7	0	0
SRR17981952.4024203	6	1	0
SRR17981952.4024207	4	1	1
SRR17981952.4024192	7	1	0
SRR17981952.4024194	5	2	1
SRR17981952.4024196	7	0	1
SRR17981952.4024198	6	2	0
SRR17981952.4024200	7	0	1
SRR17981952.4024202	7	1	0
SRR17981952.4024204	6	2	0
SRR17981952.4024206	6	1	0
SRR17981952.4024193	5	1	0
SRR17981952.4024199	5	1	0
SRR17981952.4024197	5	1	0
SRR17981952.4024195	6	1	0
SRR17981952.4024205	6	1	0
SRR17981952.4372732	5	0	0
SRR17981952.3269454	0	8	0
SRR17981952.3269457	0	8	0
SRR17981952.3269459	0	8	0
SRR17981952.3269461	0	6	2
SRR17981952.3269463	2	1	0
SRR17981952.3269458	0	7	1
SRR17981952.3269460	0	8	0
SRR17981952.3269456	2	6	0
SRR17981952.3269455	0	8	0
SRR17981952.3269462	0	8	0
SRR17981952.3269453	1	6	0
SRR17981952.4212689	11	0	1
SRR17981952.4212688	5	0	0
SRR17981952.4212690	12	0	0
SRR17981952.4212692	8	1	3
SRR17981952.4212693	11	1	0
SRR17981952.4212691	11	0	1
SRR17981952.3527089	5	0	0
SRR17981952.5487887	11	0	1
SRR17981952.5487886	15	0	1
SRR17981952.4703256	1	0	0
SRR17981952.4030480	7	0	0
SRR17981952.4030479	7	0	0
SRR17981952.4212694	11	0	0
SRR17981952.4299952	9	0	0
SRR17981952.4299958	7	1	0
SRR17981952.4299947	9	0	0
SRR17981952.4299949	7	1	1
SRR17981952.4299951	9	0	0
SRR17981952.4299955	8	0	0
SRR17981952.4299957	8	0	0
SRR17981952.4299946	8	0	1
SRR17981952.4299948	9	0	0
SRR17981952.4299950	6	0	2
SRR17981952.4299954	8	0	0
SRR17981952.4299956	7	1	0
SRR17981952.4299944	8	0	0
SRR17981952.4299959	7	0	1
SRR17981952.4299945	8	0	1
SRR17981952.4299953	7	1	0
SRR17981952.3675179	7	0	1
SRR17981952.3675177	9	0	0
SRR17981952.3675178	8	0	1
SRR17981952.3128390	8	0	1
SRR17981952.3128392	8	0	0
SRR17981952.3128387	9	0	0
SRR17981952.3128391	6	1	0
SRR17981952.3128389	7	1	0
SRR17981952.3128388	9	0	0
SRR17981952.5522374	0	1	0
SRR17981952.5296155	0	1	1
SRR17981952.5296156	0	1	0
SRR17981952.4233958	1	8	0
SRR17981952.4233963	1	8	0
SRR17981952.4233965	0	9	0
SRR17981952.4233967	0	8	0
SRR17981952.4233971	0	9	0
SRR17981952.4233973	0	8	0
SRR17981952.4233960	0	9	0
SRR17981952.4233962	0	6	1
SRR17981952.4233966	0	7	0
SRR17981952.4233968	0	9	0
SRR17981952.4233964	0	7	0
SRR17981952.4233970	0	8	0
SRR17981952.4233959	0	9	0
SRR17981952.4233969	0	9	0
SRR17981952.4233972	1	8	0
SRR17981952.4233961	0	9	0
SRR17981952.4233974	1	8	0
SRR17981952.4024191	2	0	0
SRR17981952.3849690	1	6	0
SRR17981952.5469172	2	0	0
SRR17981952.5469175	9	0	0
SRR17981952.5469177	3	0	0
SRR17981952.5469174	8	0	0
SRR17981952.5469176	8	0	1
SRR17981952.5469173	8	0	0
SRR17981952.2765024	1	7	0
SRR17981952.2765028	1	7	1
SRR17981952.2765032	0	8	0
SRR17981952.2765019	0	2	0
SRR17981952.2765021	0	8	1
SRR17981952.2765023	0	9	0
SRR17981952.2765025	0	9	0
SRR17981952.2765027	0	7	0
SRR17981952.2765029	0	9	0
SRR17981952.2765022	0	9	0
SRR17981952.2765026	0	8	0
SRR17981952.2765030	2	6	1
SRR17981952.2765020	0	8	0
SRR17981952.2765031	0	6	3
SRR17981952.3849691	2	7	0
SRR17981952.5491253	0	7	0
SRR17981952.5491259	1	6	0
SRR17981952.5491261	1	7	0
SRR17981952.5491252	1	7	0
SRR17981952.5491256	1	7	0
SRR17981952.5491264	0	8	0
SRR17981952.5491255	0	8	0
SRR17981952.5491254	1	7	0
SRR17981952.5491260	0	8	0
SRR17981952.5491257	1	7	0
SRR17981952.5491263	2	6	0
SRR17981952.5491258	0	6	1
SRR17981952.5491262	0	7	1
SRR17981952.5491265	1	6	1
SRR17981952.4024208	0	0	1
SRR17981952.5491251	0	8	0
SRR17981952.3128393	5	0	1
SRR17981952.2966062	6	0	1
SRR17981952.2966055	7	0	0
SRR17981952.2966057	7	0	0
SRR17981952.2966063	6	0	1
SRR17981952.2966056	7	0	0
SRR17981952.2966058	5	1	1
SRR17981952.2966064	7	0	0
SRR17981952.2966059	6	0	1
SRR17981952.2966061	6	0	0
SRR17981952.2966060	6	0	1
SRR17981952.4165812	7	0	0
SRR17981952.4299960	5	1	0
SRR17981952.3128386	7	0	0
SRR17981952.2765033	0	7	0
SRR17981952.4165811	5	2	0
SRR17981952.5543137	4	0	0
SRR17981952.5543136	4	0	0
SRR17981952.5487888	3	0	1
SRR17981952.5521217	0	3	0
SRR17981952.4299943	3	0	0
SRR17981950.2590313	2	0	0
SRR17981950.2590315	2	0	0
SRR17981950.2590317	1	0	0
SRR17981950.2590319	2	0	0
SRR17981950.2590320	1	0	0
SRR17981950.2590314	1	0	0
SRR17981950.2590318	2	0	0
SRR17981950.2590316	2	0	0
SRR17981950.1463656	14	3	1
SRR17981950.1463655	14	4	0
SRR17981950.1463653	13	3	1
SRR17981950.1844588	32	2	2
SRR17981950.1844589	29	2	2
SRR17981950.1844590	32	1	3
SRR17981950.2590204	10	2	2
SRR17981950.2590205	13	0	0
SRR17981950.1419727	37	3	3
SRR17981950.1419729	33	2	2
SRR17981950.1419731	34	5	3
SRR17981950.1419733	33	4	4
SRR17981950.1419735	40	1	0
SRR17981950.1419737	36	2	1
SRR17981950.1419726	10	1	0
SRR17981950.1419730	36	3	2
SRR17981950.1419732	39	3	1
SRR17981950.1419736	38	3	0
SRR17981950.1419728	33	5	3
SRR17981950.1419734	33	7	2
SRR17981950.1463654	15	3	0
SRR17981950.2258907	33	2	2
SRR17981950.2258908	8	0	0
SRR17981950.1541072	1	35	2
SRR17981950.1934851	1	16	1
SRR17981950.1934852	0	17	0
SRR17981950.1577116	0	35	1
SRR17981950.1593696	1	38	0
SRR17981950.1865456	0	11	0
SRR17981950.1934849	1	17	0
SRR17981950.2143134	0	7	0
SRR17981950.2143136	0	7	0
SRR17981950.2143138	0	7	0
SRR17981950.2143140	1	5	1
SRR17981950.2143144	0	7	0
SRR17981950.2143146	0	5	1
SRR17981950.2143148	1	6	0
SRR17981950.1577115	0	7	0
SRR17981950.1577117	4	33	1
SRR17981950.1577119	3	34	0
SRR17981950.1593695	0	8	0
SRR17981950.1865459	0	10	1
SRR17981950.2143135	0	7	0
SRR17981950.2143137	0	6	0
SRR17981950.2143141	1	6	0
SRR17981950.2143147	0	6	0
SRR17981950.2143151	2	4	0
SRR17981950.2143150	0	7	0
SRR17981950.364848	2	33	3
SRR17981950.1541076	4	38	2
SRR17981950.1865458	0	10	1
SRR17981950.1541075	4	35	1
SRR17981950.1934850	1	17	0
SRR17981950.2143149	0	7	0
SRR17981950.1577118	2	32	4
SRR17981950.1541069	1	34	4
SRR17981950.1541071	2	38	3
SRR17981950.2504949	1	34	2
SRR17981950.2143142	1	6	0
SRR17981950.1865457	0	10	0
SRR17981950.2143143	1	6	0
SRR17981950.2143145	0	6	0
SRR17981950.1541068	3	30	5
SRR17981950.1541074	4	30	4
SRR17981950.1541070	3	34	2
SRR17981950.2143139	1	6	0
SRR17981950.1541073	2	39	0
SRR17981950.969734	38	10	4
SRR17981950.969729	44	3	5
SRR17981950.969733	46	5	4
SRR17981950.969730	43	8	4
SRR17981950.969732	42	6	5
SRR17981950.969736	45	4	4
SRR17981950.969735	46	6	5
SRR17981950.969728	45	5	4
SRR17981950.969727	45	5	4
SRR17981950.1463657	10	1	1
SRR17981950.1463652	9	2	0
SRR17981950.969737	37	6	6
SRR17981950.969738	46	1	1
SRR17981950.1223776	0	7	0
SRR17981950.969726	37	8	5
SRR17981950.711834	44	2	1
SRR17981950.711836	47	4	0
SRR17981950.711835	40	4	2
SRR17981950.711833	29	3	0
SRR17981950.711837	43	2	0
SRR17981950.711838	18	3	1
SRR17981950.969731	35	3	1
SRR17981950.969739	38	1	1
SRR17981950.1541077	1	6	2
SRR17981950.729923	2	36	3
SRR17981950.729925	1	37	1
SRR17981950.729922	6	34	2
SRR17981950.729924	2	34	2
SRR17981950.729926	2	33	4
SRR17981950.729927	2	32	2
SRR17981950.1844587	2	0	0
SRR17981950.729921	2	33	4
SRR17981950.364847	1	1	0
SRR17981950.1396189	24	2	3
SRR17981950.1516878	1	33	3
SRR17981950.1516870	2	32	2
SRR17981950.1516872	1	35	1
SRR17981950.1516869	0	32	1
SRR17981950.1516871	2	33	2
SRR17981950.1516875	0	34	2
SRR17981950.1516881	1	32	1
SRR17981950.1516874	0	36	1
SRR17981950.1516867	0	6	1
SRR17981950.1516873	1	32	1
SRR17981950.1516883	0	34	2
SRR17981950.1516868	1	33	0
SRR17981950.1516879	1	29	1
SRR17981950.1516877	1	34	2
SRR17981950.1516880	1	31	2
SRR17981950.1516876	1	33	0
SRR17981950.1516884	3	32	1
SRR17981950.1516882	2	34	1
SRR17981950.865910	21	0	0
SRR17981950.865914	19	1	1
SRR17981950.865921	20	1	1
SRR17981950.865904	20	0	1
SRR17981950.865906	20	1	1
SRR17981950.865912	21	0	1
SRR17981950.865916	16	1	1
SRR17981950.865920	19	1	1
SRR17981950.865903	19	2	1
SRR17981950.865905	20	1	1
SRR17981950.865915	21	1	0
SRR17981950.865918	20	2	0
SRR17981950.865907	17	4	2
SRR17981950.865911	20	1	1
SRR17981950.865908	18	3	0
SRR17981950.865922	9	0	0
SRR17981950.865909	20	1	0
SRR17981950.865913	14	2	2
SRR17981950.865917	19	2	0
SRR17981950.865919	20	2	0
SRR17981950.1384580	0	15	2
SRR17981950.658918	0	15	0
SRR17981950.658922	0	15	0
SRR17981950.658916	0	15	0
SRR17981950.658920	0	14	0
SRR17981950.658926	0	9	2
SRR17981950.658915	0	9	1
SRR17981950.658919	0	15	0
SRR17981950.658921	0	15	0
SRR17981950.658923	0	11	0
SRR17981950.658925	0	14	1
SRR17981950.658917	0	15	0
SRR17981950.658924	0	14	0
SRR17981950.2171795	0	13	1
SRR17981950.2171791	0	14	0
SRR17981950.2171793	0	15	0
SRR17981950.2171797	0	13	2
SRR17981950.2171799	0	15	0
SRR17981950.2171805	0	10	0
SRR17981950.2171792	1	13	1
SRR17981950.2171794	1	13	1
SRR17981950.2171796	0	15	0
SRR17981950.2171802	0	15	0
SRR17981950.2171804	0	13	1
SRR17981950.2171803	0	14	0
SRR17981950.2171798	0	15	0
SRR17981950.2171790	0	9	0
SRR17981950.2171800	0	14	0
SRR17981950.2171801	0	15	0
SRR17981950.1519688	0	8	1
SRR17981950.1519687	0	11	0
SRR17981950.865902	7	0	1
SRR17981950.2163643	8	0	2
SRR17981950.2163642	5	0	0
SRR17981950.2591407	9	2	0
SRR17981950.2591413	11	1	0
SRR17981950.2591415	10	1	1
SRR17981950.2591417	11	0	1
SRR17981950.2591421	9	2	0
SRR17981950.2591412	10	0	2
SRR17981950.2591414	12	0	0
SRR17981950.2591418	11	1	0
SRR17981950.2591420	11	0	0
SRR17981950.2591416	11	0	1
SRR17981950.2591409	12	0	0
SRR17981950.2591419	10	0	1
SRR17981950.2591410	9	1	0
SRR17981950.2591406	12	0	0
SRR17981950.2591408	9	1	2
SRR17981950.2591411	11	1	0
SRR17981950.539048	10	1	1
SRR17981950.539047	2	0	0
SRR17981950.1516885	0	5	0
SRR17981950.539049	9	1	0
SRR17981950.1676056	1	0	0
SRR17981950.1064348	1	0	0
SRR17981950.1417999	0	7	0
SRR17981950.1417998	0	6	0
SRR17981950.2591422	4	1	0
SRR17981950.168571	8	0	0
SRR17981950.168570	8	1	0
SRR17981950.168573	8	1	0
SRR17981950.168577	9	0	0
SRR17981950.168572	8	0	0
SRR17981950.168576	7	2	0
SRR17981950.168580	9	0	0
SRR17981950.168574	6	0	0
SRR17981950.168569	7	1	0
SRR17981950.168575	9	0	0
SRR17981950.168579	7	2	0
SRR17981950.168578	8	1	0
SRR17981950.2294196	0	8	0
SRR17981950.2294198	0	7	0
SRR17981950.2294204	0	8	0
SRR17981950.2294206	0	8	0
SRR17981950.2294195	0	3	0
SRR17981950.2294197	1	7	0
SRR17981950.2294201	0	8	0
SRR17981950.2294205	2	6	0
SRR17981950.2294209	0	3	2
SRR17981950.2294213	2	5	0
SRR17981950.2294207	0	7	0
SRR17981950.2294208	0	8	0
SRR17981950.2294210	0	7	0
SRR17981950.2294214	0	7	1
SRR17981950.2294216	0	7	1
SRR17981950.2294200	0	7	0
SRR17981950.2294202	0	8	0
SRR17981950.2294212	1	7	0
SRR17981950.2294199	0	7	1
SRR17981950.2294211	1	6	1
SRR17981950.2294215	0	8	0
SRR17981950.2294203	0	8	0
SRR17981950.1921265	1	8	0
SRR17981950.1921267	0	10	0
SRR17981950.1921266	0	9	0
SRR17981950.1921264	0	7	0
SRR17981950.1418000	0	7	0
SRR17981950.1445708	7	0	0
SRR17981950.1445712	7	0	0
SRR17981950.1445707	5	1	1
SRR17981950.1445711	7	0	0
SRR17981950.1445715	7	0	0
SRR17981950.1445717	7	0	0
SRR17981950.1445706	5	1	0
SRR17981950.1445710	6	0	0
SRR17981950.1445714	6	1	0
SRR17981950.1445716	5	1	0
SRR17981950.1445713	6	0	0
SRR17981950.1445709	7	0	0
SRR17981950.2163644	2	0	0
SRR17981950.1921268	0	4	0
SRR17981950.1445705	3	0	1
SRR17981950.1417997	0	2	0
SRR17981950.1445718	3	1	0
SRR17981950.886107	7	2	0
SRR17981950.886106	9	0	0
SRR17981950.886105	13	2	1
SRR17981950.886108	8	1	0
SRR17981950.886104	3	0	0
SRR17981950.168581	1	0	0
SRR17981950.2094337	6	0	0
SRR17981950.2094336	7	0	0
SRR17981950.838741	1	0	0
SRR17981950.838743	1	0	0
SRR17981950.838747	1	0	0
SRR17981950.838755	1	0	0
SRR17981950.838740	1	0	0
SRR17981950.838746	0	1	0
SRR17981950.838748	1	0	0
SRR17981950.838752	1	0	0
SRR17981950.838754	1	0	0
SRR17981950.838738	0	0	1
SRR17981950.838744	1	0	0
SRR17981950.838742	1	0	0
SRR17981950.838750	1	0	0
SRR17981950.838756	1	0	0
SRR17981950.838751	1	0	0
SRR17981950.838753	1	0	0
SRR17981950.838749	1	0	0
SRR17981950.838757	1	0	0
SRR17981950.838739	1	0	0
SRR17981952.7532785	2	0	0
SRR17981952.7532786	2	0	0
SRR17981952.7532784	2	0	0
SRR17981952.7358767	27	1	2
SRR17981952.5728989	29	0	5
SRR17981952.5728993	26	4	2
SRR17981952.5728980	26	5	4
SRR17981952.5728979	25	5	7
SRR17981952.5728985	23	8	4
SRR17981952.5728992	26	2	3
SRR17981952.5728987	33	2	1
SRR17981952.5728991	20	7	6
SRR17981952.5728995	25	5	3
SRR17981952.5728988	28	4	1
SRR17981952.5728981	26	3	3
SRR17981952.5728994	30	3	2
SRR17981952.5728983	25	4	6
SRR17981952.5728990	23	3	5
SRR17981952.5728986	29	2	1
SRR17981952.5728982	27	6	0
SRR17981952.5728984	19	7	4
SRR17981952.7358766	29	1	2
SRR17981952.7532787	2	0	0
SRR17981952.7948029	37	2	4
SRR17981952.7948031	40	1	0
SRR17981952.7948033	41	2	0
SRR17981952.7948035	41	1	1
SRR17981952.7948037	40	1	3
SRR17981952.7948039	39	2	3
SRR17981952.7948041	35	0	0
SRR17981952.7948028	40	2	2
SRR17981952.7948030	43	0	0
SRR17981952.7948034	39	0	3
SRR17981952.7948036	39	1	1
SRR17981952.7948038	38	4	1
SRR17981952.7948040	38	2	2
SRR17981952.7948032	39	2	2
SRR17981952.7948027	36	6	1
SRR17981952.5728978	27	3	3
SRR17981952.5658372	2	57	3
SRR17981952.5658374	4	57	3
SRR17981952.5658376	2	57	4
SRR17981952.5658378	4	57	3
SRR17981952.6163072	0	3	1
SRR17981952.6628099	0	35	3
SRR17981952.6628101	2	35	0
SRR17981952.6628103	0	36	1
SRR17981952.6628107	2	34	0
SRR17981952.6628111	2	33	2
SRR17981952.5658375	2	58	2
SRR17981952.5658377	2	58	2
SRR17981952.5658379	3	58	0
SRR17981952.6163073	0	9	0
SRR17981952.6628094	0	36	2
SRR17981952.6628100	1	36	0
SRR17981952.6628102	1	35	1
SRR17981952.6628104	0	34	2
SRR17981952.6628106	0	38	0
SRR17981952.6628108	1	35	1
SRR17981952.6628095	0	37	0
SRR17981952.6628105	1	35	1
SRR17981952.5658373	3	59	1
SRR17981952.6628096	2	30	2
SRR17981952.6628098	0	34	4
SRR17981952.6628110	0	36	0
SRR17981952.6628097	2	36	0
SRR17981952.6628109	3	33	2
SRR17981952.6257897	1	46	0
SRR17981952.6257899	3	45	1
SRR17981952.6257901	1	44	1
SRR17981952.6257905	1	32	0
SRR17981952.6257896	2	45	1
SRR17981952.6257900	2	46	0
SRR17981952.6257902	1	47	0
SRR17981952.6257903	5	44	0
SRR17981952.6257904	3	43	2
SRR17981952.6257898	2	43	3
SRR17981952.8102742	41	2	5
SRR17981952.7697276	41	3	4
SRR17981952.7697275	11	1	1
SRR17981952.6628112	0	2	0
SRR17981952.7000558	38	2	0
SRR17981952.7000544	37	1	1
SRR17981952.7000546	34	3	0
SRR17981952.7000548	40	0	1
SRR17981952.7000552	35	2	1
SRR17981952.7000554	33	2	2
SRR17981952.7000543	36	0	0
SRR17981952.7000545	40	1	0
SRR17981952.7000549	36	1	2
SRR17981952.7000551	33	2	2
SRR17981952.7000550	37	1	0
SRR17981952.7000556	31	4	2
SRR17981952.7000542	34	1	1
SRR17981952.7000547	37	1	0
SRR17981952.7000557	37	0	2
SRR17981952.7000541	36	2	2
SRR17981952.7000553	35	1	2
SRR17981952.7000555	32	6	1
SRR17981952.6628093	0	1	0
SRR17981952.7000540	35	3	1
SRR17981952.7864959	0	10	0
SRR17981952.7697277	33	1	3
SRR17981952.6257895	0	14	0
SRR17981952.7242541	4	0	0
SRR17981952.7487275	0	43	0
SRR17981952.7487277	2	40	1
SRR17981952.7487274	2	37	2
SRR17981952.7487276	1	39	1
SRR17981952.8102743	19	0	1
SRR17981952.6033547	2	38	2
SRR17981952.6033551	0	42	0
SRR17981952.6033546	0	39	1
SRR17981952.6033548	2	38	1
SRR17981952.6033550	0	39	0
SRR17981952.6033549	2	41	0
SRR17981952.6033552	3	32	3
SRR17981952.7855336	35	1	0
SRR17981952.7855335	37	2	0
SRR17981952.6863510	1	31	1
SRR17981952.6863512	0	25	0
SRR17981952.6863511	0	34	0
SRR17981952.6863509	2	30	2
SRR17981952.6863507	0	32	0
SRR17981952.6291160	24	0	0
SRR17981952.6291159	7	1	1
SRR17981952.8197324	0	4	0
SRR17981952.5698304	3	29	0
SRR17981952.5698303	1	30	0
SRR17981952.6787417	0	26	2
SRR17981952.6787420	1	25	1
SRR17981952.6787416	1	18	0
SRR17981952.6787422	0	23	4
SRR17981952.6787426	4	23	0
SRR17981952.6787414	1	27	1
SRR17981952.6787419	1	25	1
SRR17981952.6787425	1	22	1
SRR17981952.6787421	1	24	2
SRR17981952.6787424	4	23	1
SRR17981952.6787415	0	27	1
SRR17981952.6787412	3	21	1
SRR17981952.6787423	2	25	0
SRR17981952.6787413	3	23	1
SRR17981952.6787418	2	13	1
SRR17981952.7855334	18	0	0
SRR17981952.5677317	0	20	1
SRR17981952.5677316	0	17	0
SRR17981952.5677318	1	19	1
SRR17981952.5677319	0	4	0
SRR17981952.7758036	15	2	0
SRR17981952.7487278	0	11	0
SRR17981952.7000559	4	1	0
SRR17981952.7758037	13	2	0
SRR17981952.6863508	0	10	1
SRR17981952.7855337	2	0	1
SRR17981952.6478990	1	10	0
SRR17981952.6478994	0	9	1
SRR17981952.6478998	0	11	0
SRR17981952.6479000	1	10	0
SRR17981952.6479002	0	11	0
SRR17981952.6478989	0	3	0
SRR17981952.6478993	1	9	0
SRR17981952.6478995	0	11	0
SRR17981952.6478997	1	10	0
SRR17981952.6478999	0	11	0
SRR17981952.6479001	0	10	1
SRR17981952.6479006	0	11	0
SRR17981952.6479005	0	11	0
SRR17981952.6479004	0	11	0
SRR17981952.6478996	0	11	0
SRR17981952.6479003	0	10	0
SRR17981952.6478992	1	9	0
SRR17981952.6787427	0	5	0
SRR17981952.7487273	0	1	0
SRR17981952.6478991	0	8	0
SRR17981952.7714309	5	3	0
SRR17981952.7714307	6	0	0
SRR17981952.7872523	0	7	0
SRR17981952.7872522	0	6	1
SRR17981952.5698305	0	1	0
SRR17981952.7714308	4	2	0
SRR17981952.7626587	1	0	0
SRR17981952.7990190	0	10	0
SRR17981952.7990179	0	11	0
SRR17981952.7990181	0	11	0
SRR17981952.7990183	0	11	0
SRR17981952.7990187	0	11	0
SRR17981952.7990178	0	9	0
SRR17981952.7990180	1	10	0
SRR17981952.7990177	0	10	0
SRR17981952.7990185	0	10	1
SRR17981952.7990189	1	9	1
SRR17981952.7990182	1	10	0
SRR17981952.7990186	0	10	0
SRR17981952.7990184	0	11	0
SRR17981952.7990188	0	10	0
SRR17981952.7990191	0	7	0
SRR17981952.6853874	0	1	0
SRR17981952.5910293	6	0	1
SRR17981952.5910295	9	0	0
SRR17981952.5910297	9	0	0
SRR17981952.5910301	8	0	0
SRR17981952.5910305	5	0	0
SRR17981952.5910292	1	0	0
SRR17981952.5910294	8	0	0
SRR17981952.5910296	8	1	0
SRR17981952.5910298	8	0	1
SRR17981952.5910300	9	0	0
SRR17981952.5910302	9	0	0
SRR17981952.5910299	8	0	0
SRR17981952.5910303	9	0	0
SRR17981952.5910304	9	0	0
SRR17981952.7002108	1	0	0
SRR17981952.6837253	0	8	0
SRR17981952.6837250	0	8	0
SRR17981952.6837245	0	8	0
SRR17981952.6837247	0	8	0
SRR17981952.6837249	0	7	0
SRR17981952.6837251	0	8	0
SRR17981952.6837257	1	6	0
